東京エムジー時計,,1,2,ー,時計,ROLEX,SW,,,116234,,D番 箱 保 1コマデイトジャスト     ,,,,落札,"        805,000",,,,,,,,,,,,,
東京エムジー時計,,1,3,ー,時計,ROLEX,SY,,,279173,,N番 箱 4コマデイトジャスト     ,,,,落札,"        994,000",,,,,,,,,,,,,
東京エムジー時計,,1,4,ー,時計,ROLEX,SS,,,116400,,V番 箱 保 1コマミルガウス 　ローター緩み    ,,,,落札,"        865,000",,,,,,,,,,,,,
東京エムジー時計,,1,5,ー,時計,ROLEX,SS,,,16570,,M番 箱 保 2コマエクスプローラーⅡ     ,,,,落札,"        847,000",,,,,,,,,,,,,
東京エムジー時計,,1,6,ー,時計,ROLEX,SS,,,14060,,D番 箱 保 1コマサブマリーナー 　ＦＦぱかぱか    ,,,,        不成立,        不成立,        不成立,,,,,,,,,,,,,
東京エムジー時計,,1,7,ー,時計,ROLEX,SS,,,16610,,X番 箱 保 サ保 1コマサブマリーナー     ,,,,落札,"        800,000",,,,,,,    不成立,,,,,,,
東京エムジー時計,,1,8,ー,時計,ROLEX,SS,,,116610,,G番 箱 保 2コマサブマリーナー     ,,,,落札,"        1,330,000",,,,,,,,,,,,,
東京エムジー時計,,1,9,ー,時計,ROLEX,SY,,,16233,,X番 デイトジャスト     ,,,,落札,"        640,000",,,,,,,,,,,,,
東京エムジー時計,,1,10,ー,時計,ROLEX,SS,,,14010,,U番 箱 保 1コマエアキング     ,,,,落札,"        483,000",,,,,,,,,,,,,
東京エムジー時計,,2,1,ー,時計,ROLEX,SW,,,79174,,K番 箱 保 5コマデイトジャスト     ,,,,落札,"        500,000",,,,,,,,,,,,,
東京エムジー時計,,2,2,ー,時計,ROLEX,SR,,,1601,,5番 ケース枕無デイトジャスト     ,,,,落札,"        435,000",,,,,,,,,,,,,
東京エムジー時計,,2,3,ー,時計,ROLEX,SW,,,16234,,T番 箱 保 2コマデイトジャスト     ,,,,落札,"        700,000",,,,,,,,,,,,,
東京エムジー時計,,2,4,ー,時計,ROLEX,SY,,,16233,,W番 箱 保 サ保デイトジャスト     ,,,,落札,"        670,000",,,,,,,,,,,,,
東京エムジー時計,,2,5,ー,時計,ROLEX,SY,,,16233,,Y番 箱 保デイトジャスト     ,,,,落札,"        785,000",,,,,,,,,,,,,
東京エムジー時計,,2,6,ー,時計,ROLEX,SS,,,116200,,Z番 箱 保 2コマデイトジャスト     ,,,,落札,"        750,000",,,,,,,,,,,,,
東京エムジー時計,,2,7,ー,時計,ROLEX,SS,,,14270,,A番 箱 保 1コマエクスプローラーⅠ 　巻上若干重    ,,,,落札,"        580,000",,,,,,,,,,,,,
東京エムジー時計,,2,8,ー,時計,ROLEX,SS,,,16570,,Y番 箱 保エクスプローラーⅡ     ,,,,落札,"        756,000",,,,,,,,,,,,,
東京エムジー時計,,2,9,ー,時計,ROLEX,SS,,,16570,,P番 箱（ケース欠） 保エクスプローラーⅡ     ,,,,落札,"        830,000",,,,,,,,,,,,,
東京エムジー時計,,3,1,ー,時計,ROLEX,SS,,,67180,,A番 箱 1コマオイスターパーペチュアルデイト 　リューズ不良    ,,,,落札,"        190,000",,,,,,,,,,,,,
東京エムジー時計,,3,2,ー,時計,ROLEX,SS,,,76030,,A番 箱 保 2コマオイスターパーペチュアル     ,,,,落札,"        246,000",,,,,,,,,,,,,
東京エムジー時計,,3,3,ー,時計,ROLEX,SW,,,69174,,U番 箱 4コマデイトジャスト 　カレ遅    ,,,,落札,"        340,000",,,,,,,,,,,,,
東京エムジー時計,,3,4,ー,時計,ROLEX,SS,,,77080,,A番 箱 保 2コマオイスターパーペチュアル 　シリアル一部削れ    ,,,,落札,"        404,000",,,,,,,,,,,,,
東京エムジー時計,,3,5,ー,時計,ROLEX,SS,,,67480,,U番 箱 保 2コマオイスターパーペチュアル     ,,,,落札,"        369,000",,,,,,,,,,,,,
東京エムジー時計,,3,6,ー,時計,ROLEX,SS,,,78240,,K番 箱 保 3コマデイトジャスト     ,,,,落札,"        520,000",,,,,,,,,,,,,
東京エムジー時計,,3,7,ー,時計,ROLEX,SS,,,15200,,L番 箱オイスターパーペチュアルデイト     ,,,,落札,"        390,000",,,,,,,,,,,,,
東京エムジー時計,,3,8,ー,時計,ROLEX,SS,,,14000,,Z番 箱 保 2コマエアキング     ,,,,落札,"        509,000",,,,,,,,,,,,,
東京エムジー時計,,3,9,ー,時計,ROLEX,SW,,,16234,,E番 箱 保 2コマデイトジャスト     ,,,,落札,"        680,000",,,,,,,,,,,,,
東京エムジー時計,,3,10,ー,時計,ROLEX,SW,,,16234,,Y番 ケース 保 5コマデイトジャスト     ,,,,落札,"        686,000",,,,,,,,,,,,,
東京エムジー時計,,4,1,ー,時計,ROLEX,SS,,,14060,,箱 保 1コマ,,,,落札,"        1,050,000",,,,,,,,,,,,,
東京エムジー時計,,4,2,ー,時計,ROLEX,SS,,,16610,,Y番 箱 保 2コマサブマリーナー ベゼル不良  ,,,,落札,"        928,000",,,,,,,,,,,,,
東京エムジー時計,,4,3,ー,時計,ROLEX,SS,,,16800,,9番 箱 保 1コマサブマリーナー   ,,,,落札,"        918,000",,,,,,,,,,,,,
東京エムジー時計,,4,4,ー,時計,ROLEX,SS,,,116610,,箱 保 2コマ,,,,落札,"        1,350,000",,,,,,,,,,,,,
東京エムジー時計,,4,5,ー,時計,ROLEX,SY,,,16613,,P番 箱 保 1コマ 錨サブマリーナー   ,,,,落札,"        1,450,000",,,,,,,,,,,,,
東京エムジー時計,,4,6,ー,時計,ROLEX,SY,,,116613,,V番 保 1コマ ケースサブマリーナー   ,,,,落札,"        1,650,000",,,,,,,,,,,,,
東京エムジー時計,,4,8,ー,時計,ROLEX,SS,,,126660,,箱 保（2022/4）2コマ,,,,落札,"        1,750,000",,,,,,,,,,,,,
東京エムジー時計,,4,9,ー,時計,ROLEX,SS,,,116520,,V番 箱 保 1コマデイトナ   ,,,,落札,"        2,510,000",,,,,,,,,,,,,
東京エムジー時計,,4,10,ー,時計,ROLEX,PT,,,118346,,K番 保  ケースデイデイト   ,,,,落札,"        6,000,000",,,,,,,,,,,,,
東京エムジー時計,,5,3,ー,時計,ROLEX,RG,,,118135,,,,,,落札,"        1,900,000",,,,,,,,,,,,,
東京エムジー時計,,5,6,ー,時計,ROLEX,SY,,,1503,,3番 保オイスターパーペチュアルデイト  文字盤見た目  ,,,,落札,"        650,000",,,,,,,,,,,,,
東京エムジー時計,,5,7,ー,時計,ROLEX,YG,,,69178,,L番 デイトジャスト  カレ遅  ,,,,        不成立,        不成立,        不成立,,,,,,,,,,,,,
東京エムジー時計,,12,1,ー,時計,ROLEX,SY,,,116503,,ランダム番 保17　  ,,,,        不成立,        不成立,        不成立,,,,,,,    不成立,,,,,,,
