東京エムジー時計,2024-07-10,,1,6,ー,時計,SS,ROLEX,,116520,,箱,,,,落札,"      2,600,000",,,,,,,,,,,,,,
東京エムジー時計,2024-07-10,,1,7,ー,時計,SY,ROLEX,,116503,,箱 保(23/5) 3コマ,,,,落札,"      2,990,000",,,,,,,,,,,,,,
東京エムジー時計,2024-07-10,,1,9,ー,時計,SR,ROLEX,,5241,,K番  チェリーニ  ,,,,落札,"      1,250,000",,,,,,,,,,,,,,
東京エムジー時計,2024-07-10,,2,1,ー,時計,SS,ROLEX,,178240,,箱 保(2019/1) 1コマ,,,,落札,"      805,000",,,,,,,,,,,,,,
東京エムジー時計,2024-07-10,,2,2,ー,時計,SS,ROLEX,,116000,,ケース 保 2コマ,,,,落札,"      730,000",,,,,,,,,,,,,,
東京エムジー時計,2024-07-10,,2,3,ー,時計,SW,ROLEX,,116234,,Z番 箱 保 3コマ デイトジャスト  ,,,,落札,"      1,100,000",,,,,,,,,,,,,,
東京エムジー時計,2024-07-10,,2,4,ー,時計,SS,ROLEX,,16750,,Z番 箱 エクスプローラーⅡ　  ,,,,落札,"      816,000",,,,,,,,,,,,,,
東京エムジー時計,2024-07-10,,2,5,ー,時計,SS,ROLEX,,14060,,P番 箱 サブマリーナー  ,,,,落札,"      981,000",,,,,,,,,,,,,,
東京エムジー時計,2024-07-10,,2,6,ー,時計,SS,ROLEX,,14060,,P番 箱 2コマ 錨 サブマリーナー  ,,,,落札,"      1,000,000",,,,,,,,,,,,,,
東京エムジー時計,2024-07-10,,2,7,ー,時計,SS,ROLEX,,16610,,V番 箱 保 サブマリーナー  ,,,,落札,"      1,270,000",,,,,,,,,,,,,,
東京エムジー時計,2024-07-10,,2,8,ー,時計,SY,ROLEX,,16803,,R番 箱 保 サブマリーナー  ,,,,落札,"      1,070,000",,,,,,,,,,,,,,
東京エムジー時計,2024-07-10,,2,9,ー,時計,SS,ROLEX,,16570,,N番 箱 保 エクスプローラーⅡ  ,,,,落札,"      1,160,000",,,,,,,,,,,,,,
東京エムジー時計,2024-07-10,,2,10,ー,時計,SS,ROLEX,,124300,,箱 保(2021/5),,,,落札,"      1,030,000",,,,,,,,,,,,,,
東京エムジー時計,2024-07-10,,3,1,ー,時計,SY,ROLEX,,69173,,92番  デイトジャスト   ,,,,落札,"      440,000",,,,,,,,,,,,,,
東京エムジー時計,2024-07-10,,3,2,ー,時計,その他,ROLEX,,6917,,28番  オイスターパーペチュアルデイト   ,,,,落札,"      235,000",,,,,,,,,,,,,,
東京エムジー時計,2024-07-10,,3,3,ー,時計,その他,ROLEX,,6917,,33番  オイスターパーペチュアルデイト　ブレス短い   ,,,,落札,"      250,000",,,,,,,,,,,,,,
東京エムジー時計,2024-07-10,,3,4,ー,時計,YG,ROLEX,,6718,,61番  オイスターパーペチュアル   ,,,,落札,"      151,000",,,,,,,,,,,,,,
東京エムジー時計,2024-07-10,,3,5,ー,時計,PT,ROLEX,,6466,,,,,,落札,"      156,000",,,,,,,,,,,,,,
東京エムジー時計,2024-07-10,,3,6,ー,時計,SS,ROLEX,,5500,,34番  エアキング   ,,,,落札,"      280,000",,,,,,,,,,,,,,
東京エムジー時計,2024-07-10,,3,7,ー,時計,SR,ROLEX,,1501,,25番  オイスターパーペチュアルデイト　リューズ不閉   ,,,,落札,"      270,000",,,,,,,,,,,,,,
東京エムジー時計,2024-07-10,,3,8,ー,時計,SY,ROLEX,,1603,,27番  デイトジャスト   ,,,,落札,"      409,000",,,,,,,,,,,,,,
東京エムジー時計,2024-07-10,,3,9,ー,時計,SR,ROLEX,,1601,,21番  デイトジャスト   ,,,,落札,"      443,000",,,,,,,,,,,,,,
東京エムジー時計,2024-07-10,,3,10,ー,時計,SY,ROLEX,,16233,,W番 サ保 デイトジャスト   ,,,,落札,"      677,000",,,,,,,,,,,,,,
東京エムジー時計,2024-07-10,,4,1,ー,時計,SY,ROLEX,,68273,,R番  デイトジャスト   ,,,,落札,"      746,000",,,,,,,,,,,,,,
東京エムジー時計,2024-07-10,,4,2,ー,時計,SW,ROLEX,,16234,,P番  デイトジャスト   ,,,,落札,"      610,000",,,,,,,,,,,,,,
東京エムジー時計,2024-07-10,,4,3,ー,時計,SW,ROLEX,,16014,,R番  デイトジャスト   ,,,,落札,"      544,000",,,,,,,,,,,,,,
東京エムジー時計,2024-07-10,,4,4,ー,時計,SY,ROLEX,,16233,,R番  デイトジャスト   ,,,,落札,"      769,000",,,,,,,,,,,,,,
東京エムジー時計,2024-07-10,,4,5,ー,時計,SY,ROLEX,,16233,,S番  デイトジャスト　FF剥がれ   ,,,,落札,"      685,000",,,,,,,,,,,,,,
東京エムジー時計,2024-07-10,,4,6,ー,時計,SY,ROLEX,,16233,,L番  デイトジャスト   ,,,,落札,"      640,000",,,,,,,,,,,,,,
東京エムジー時計,2024-07-10,,4,7,ー,時計,SY,ROLEX,,16233,,E番  デイトジャスト   ,,,,落札,"      625,000",,,,,,,,,,,,,,
東京エムジー時計,2024-07-10,,4,8,ー,時計,SS,ROLEX,,14270,,T番  エクスプローラーⅠ   ,,,,落札,"      605,000",,,,,,,,,,,,,,
東京エムジー時計,2024-07-10,,4,9,ー,時計,SS,ROLEX,,16610,,X番  サブマリーナー   ,,,,落札,"      966,000",,,,,,,,,,,,,,
東京エムジー時計,2024-07-10,,4,10,ー,時計,SS,ROLEX,,16600,,A番  シードゥエラー　不動現状裏開   ,,,,落札,"      834,000",,,,,,,,,,,,,,
東京エムジー時計,2024-07-10,,5,5,ー,時計,YG,ROLEX,,18038,,R番  デイデイト  ,,,,落札,"      1,950,000",,,,,,,,,,,,,,
東京エムジー時計,2024-07-10,,5,6,ー,時計,SY,ROLEX,,116523,,K番  デイトナ  ,,,,落札,"      2,130,000",,,,,,,,,,,,,,
