東京エムジー時計,2024-02-28,,1,3,ー,時計,RG,ROLEX,,116515,,保16,,,,落札,"      4,000,000",,,,,,,,,,,,,,
東京エムジー時計,2024-02-28,,2,8,ー,時計,YG,ROLEX,,18238,,L番   ,,,,落札,"      1,970,000",,,,,,,,,,,,,,
東京エムジー時計,2024-02-28,,4,1,ー,時計,SY,ROLEX,,116503,,保17,,,,落札,"      3,300,000",,,,,,,,,,,,,,
東京エムジー時計,2024-02-28,,4,2,ー,時計,SY,ROLEX,,116503,,保20,,,,落札,"      2,580,000",,,,,,,,,,,,,,
東京エムジー時計,2024-02-28,,4,3,ー,時計,SS,ROLEX,,16610,,保,,,,      不成立,      不成立,      不成立,,,,,,,,,,,,,,
東京エムジー時計,2024-02-28,,4,4,ー,時計,SY,ROLEX,,116503,,保19,,,,落札,"      2,670,000",,,,,,,,  不成立,,,,,,,
東京エムジー時計,2024-02-28,,4,5,ー,時計,SS,ROLEX,,116710,,保16,,,,落札,"      1,920,000",,,,,,,,,,,,,,
東京エムジー時計,2024-02-28,,4,6,ー,時計,SS,ROLEX,,116710,,V番 保  ,,,,落札,"      1,420,000",,,,,,,,,,,,,,
東京エムジー時計,2024-02-28,,4,7,ー,時計,SS,ROLEX,,116710,,G番 保  ,,,,落札,"      1,500,000",,,,,,,,,,,,,,
東京エムジー時計,2024-02-28,,4,8,ー,時計,SS,ROLEX,,116610,,保19,,,,落札,"      1,460,000",,,,,,,,,,,,,,
東京エムジー時計,2024-02-28,,4,9,ー,時計,SS,ROLEX,,116610,,保18,,,,落札,"      1,460,000",,,,,,,,,,,,,,
東京エムジー時計,2024-02-28,,4,10,ー,時計,SS,ROLEX,,116400,,,,,,      不成立,      不成立,      不成立,,,,,,,,,,,,,,
東京エムジー時計,2024-02-28,,5,1,ー,時計,WG,ROLEX,,218239,,保15,,,,      不成立,      不成立,      不成立,,,,,,,,  不成立,,,,,,,
東京エムジー時計,2024-02-28,,5,2,ー,時計,YG,ROLEX,,116618,,保19,,,,      不成立,      不成立,      不成立,,,,,,,,  不成立,,,,,,,
東京エムジー時計,2024-02-28,,5,3,ー,時計,SS,ROLEX,,126720,,保23/8,,,,落札,"      2,550,000",,,,,,,,  不成立,,,,,,,
東京エムジー時計,2024-02-28,,5,4,ー,時計,SS,ROLEX,,126710,,保23/5,,,,落札,"      2,305,000",,,,,,,,,,,,,,
